id,editorial
1219,Macmillan Children's Books
1220,MacMillan General Books
1221,Macmillan Publ. Co.
1222,MacMillan Publishing Company
1223,Macmillan Publishing Company/Collier Books
1224,MacMillan UK
1225,Main Street Books
1226,Malhavoc Press
1227,Management Books 2000
1228,Manchester University Press
1229,Manesse Verlag
1230,Manning Publications
1231,Margaret K. McElderry Books
1232,Mariner Books
1233,Mariner Books / Harvest Books
1234,Marion Boyars Publishers
1235,Marion Boyars Publishers Ltd
1236,Mark Cahill Ministries
1237,Marlowe & Company
1238,Marshall Cavendish Editions
1239,Marsilio Publishers
1240,Martínez Roca
1241,Marvel
1242,Marvel Comics
1243,Marvel Comics Group
1244,Material World
1245,Maxima New Media
1246,Mayfield Publishing Company (NY)
1247,McClelland & Stewart
1248,McClelland and Stewart
1249,McDougal Littel
1250,McFarland & Company
1251,McGraw-Hill
1252,McGraw-Hill Companies
1253,McGraw-Hill Education
1254,McGraw-Hill Humanities/Social Sciences/Languages
1255,McGraw-Hill Medical Publishing
1256,McGraw-Hill Professional Publishing
1257,McGraw-Hill Science/Engineering/Math
1258,McGraw-Hill/Glencoe
1259,McSweeney's
1260,Meisha Merlin Publishing
1261,Mel Bay Publications  Inc.
1262,Melodrama Publishing
1263,Melville House Publishing
1264,Meredith Corporation
1265,Merlin Publishing
1266,Mestas Ediciones
1267,Métailié
1268,Methuen Drama
1269,Methuen Publishing
1270,MetroBooks (NY)
1271,Metropolitan Books
1272,Metropolitan Books/Henry Holt & Co. (NY)
1273,Michael Joseph
1274,Michael Joseph Ltd./Penguin Books Ltd.
1275,Michael O'Mara
1276,Michael O'Mara Books
1277,Microsoft Press
1278,Middlesex University Press
1279,Middleway Press
1280,Midnight Ink
1281,Mikaya Press
1282,Millenium
1283,Millipede Press
1284,Mills & Boon
1285,Minnesota Heritage Publishing
1286,Minnesota Historical Society Press
1287,Minotaur Books
1288,MIRA
1289,Mira
1290,Mira (Mills and Boon)
1291,Mira Books
1292,Mira books
1293,Miramax
1294,Miramax Books
1295,Mirrorstone
1296,MIT Press
1297,MIT Press (Cambridge  MA)
1298,MIT Press (MA)
1299,MJF Books
1300,Modern Language Association of America
1301,Modern Library
1302,Modern Library (NY)
1303,Modern Library Classics
1304,Modern Library/Random House (NY)
1305,Modern Publishing
1306,Mondadori
1307,MONDIAL
1308,Mongoose Publishing
1309,Monkfish Book Publishing
1310,Monolith Graphics
1311,Montena
1312,Montlake Romance
1313,Moody Publishers
1314,Moody Publishers (Chicago)
1315,Morgan Road Books
1316,Morpheus International
1317,Morrow
1318,Motilal Banarsidass
1319,Motorbooks
1320,Motorbooks International
1321,Mountaineers Books
1322,Moyer Bell and its subsidiaries
1323,MTV Books
1324,Multnomah
1325,Multnomah Books
1326,Museum of Modern Art
1327,Mysterious Press
1328,Mythopoeic Press
1329,Naiad Press
1330,NAL
1331,NAL Books
1332,NAL Jam
1333,NAL Trade
1334,Nan A. Talese
1335,Nantier Beall Minoustchine Publishing
1336,Napoleon and Co
1337,Nation Books
1338,National Gallery London
1339,National Geographic
1340,National Geographic Children's Books
1341,National Geographic Society
1342,National Park Service
1343,Naxos Audiobooks
1344,Neil Wilson Publishing
1345,Nelson Books
1346,Nelson Current
1347,Nelson Reference & Electronic Publishing
1348,Nelson Thornes Ltd
1349,New American Library
1350,New City Press
1351,New Directions
1352,New Directions Publishing
1353,New Directions Publishing Corporation
1354,New English Library
1355,New English Library (Hodder & Stoughton)
1356,New Falcon Publications
1357,New Harbinger Publications
1358,New Island Books
1359,New Millennium Library
1360,New Page Books
1361,New Press
1362,New Press  The
1363,New Press (NY)
1364,New Riders Publishing
1365,New Tradition Books
1366,New World Library
1367,New World Publishing
1368,New York : Penguin Books
1369,New York Review Children's Collection
1370,New York Review of Books
1371,New York University Press
1372,New York: Random House
1373,Newmarket
1374,Newmarket Press
1375,Nicholas Brealey
1376,Nick Hern Books
1377,Night Shade
1378,Night Shade Books
1379,Nimble Books
1380,No Exit Press
1381,No Starch Press
1382,Nonpareil Books
1383,Nonsuch Publishing
1384,Noonday Press
1385,Norma
1386,Norma Editorial
1387,North Atlantic Books
1388,North Light Books
1389,North Point Press
1390,North Star Publications (MA)
1391,Northeastern University Press
1392,Northwestern Univ Press
1393,Northwestern University Press
1394,Norton
1395,Norton and Co.
1396,Nostalgia Ventures
1397,Not Avail
1398,Nova Audio Books
1399,Nova Fronteira
1400,Nymphenburger
1401,NYRB Classics
1402,O'Brien Press
1403,O'Reilly Media
1404,Oberlin College Press
1405,Oberon Books
1406,Octopus Books
1407,Octopus Books (London)
1408,Oddysey/Harcourt Young Classics
1409,Odonian Press
1410,Ohio State University Press
1411,Omnibus Hc Bei Bertelsmann
1412,Omnibus Press
1413,Omohundro Institute and University of North Carolina Press
1414,One Hour Entertainment
1415,One World (UK)
1416,One World/Ballantine
1417,Oni Press
1418,Onyx
1419,Onyx Books
1420,Open Court
1421,Open Court Publishing Company
1422,Open Heaven Publications
1423,Orb Books
1424,Orbis Books
1425,Orbit
1426,Orbit Books
1427,Orchard
1428,Orchard Books
1429,Orchard Books (NY)
1430,Oregon State University Press
1431,Orion
1432,Orion (an Imprint of The Orion Publishing Group Ltd )
1433,Orion Books
1434,Orion Children's Books
1435,Orion Paperbacks
1436,Orion Publishing
1437,Orion Publishing Co
1438,Orion Publishing Co.
1439,Orion Publishing Group
1440,Orion Publishing Group  Ltd.
1441,Osprey Publishing
1442,Other Press (NY)
1443,OUP Oxford
1444,Our Daily Bread Publishing
1445,Overeaters Anonymous  Incorporated
1446,Overlook Press
1447,Overlook TP
1448,Owl Books
1449,Owl Books (Henry Holt)
1450,Owl Books (NY)
1451,Owl Publishing Company
1452,Owlet Paperbacks
1453,Oxford University Press
1454,Oxford University Press  USA
1455,P & R Publishing
1456,P. F. Collier and Sons
1457,Palgrave Macmillan
1458,Pan
1459,Pan Australia
1460,Pan Books
1461,Pan Childrens
1462,Pan MacMillan
1463,Pan Macmillan Ltd. (London)
1464,Pan Publishing
1465,Panamericana Editorial
1466,Pantheon
1467,Pantheon Books
1468,Pantheon Books (NY)
1469,Panther
1470,Paperback Library
1471,Paraglyph Press
1472,Paris Press
1473,Park Street Press
1474,Parker Publishing Llc
1475,Patmos
1476,Paul Dry Books
1477,Paul Mellon Centre BA
1478,Paul S. Eriksson
1479,Paulist Press
1480,Pavement Saw Press
1481,Pavilion Press (Wi)
1482,Payot
1483,Peachpit Press
1484,Pearson
1485,Pearson Education
1486,Pearson Longman
1487,Peerage Books
1488,Pegasus Books
1489,Pelican Publishing
1490,Pelican Publishing Company
1491,Pen & Sword Military
1492,Penguin
1493,Penguin (Business)
1494,Penguin (Non-Classics)
1495,Penguin Audio
1496,Penguin Audio UK
1497,Penguin Book Limited
1498,Penguin Books
1499,Penguin Books  Limited (UK)
1500,Penguin Books (London)
1501,Penguin Books (NY)
1502,Penguin Books (NYC)
1503,Penguin Books (Penguin Classics)
1504,Penguin Books /Penguin Classics
1505,Penguin Books Australia Ltd.
1506,Penguin Books Canada
1507,Penguin Books in association with Faber & Faber
1508,Penguin Books Limited
1509,Penguin Books Ltd
1510,Penguin Books Ltd.
1511,Penguin Books Ltd. (London)
1512,Penguin Books USA Inc.
1513,Penguin Books/Penguin Popular Classics
1514,Penguin Classic
1515,Penguin Classics
1516,Penguin Classics Deluxe Edition
1517,Penguin Classics Deluxe Editions
1518,Penguin Essential Editions
1519,Penguin Global
1520,Penguin Group
1521,Penguin Group (USA)
1522,Penguin Group(CA)
1523,Penguin Press
1524,Penguin Press HC  The
1525,Penguin Putnam
1526,Penguin Signet
1527,Penguin UK
1528,Penguin Workshop
1529,Penguin Young Readers
1530,Penguin-HighBridge
1531,Penguin/Viking Compass (Non-Classics)
1532,Perennial
1533,Perennial / William Morrow / HarperCollins
1534,PerfectBound
1535,PerfectBound (HarperCollins)
1536,Perfection Learning
1537,Perigee Trade
1538,Peripatetic Press
1539,Peter Owen Ltd
1540,Peter Owen Publishers
1541,Peter Smith Publisher
1542,Peter Smith Publisher  Inc.
1543,Pfeiffer & Company
1544,Phaidon Press
1545,Pharos Books
1546,Phébus
1547,Philomel Books
1548,Phoenix
1549,Phoenix Audio
1550,Phoenix Books/University of Chicago Press (IL)
1551,Phoenix Press
1552,Phoenix Press (UK)
1553,Pi Press
1554,Piatkus
1555,Piatkus Books
1556,Picador
1557,Picador  Macmillan Publishers Ltd
1558,Picador USA
1559,Picture Book Studio Ltd
1560,Piemme
1561,Pimlico
1562,Pimsleur
1563,Pineapple Press
1564,Pinnacle
1565,Pinter & Martin Ltd
1566,Piper
1567,Piper Taschenbuch
1568,Piper Verlag
1569,Pippin Publishing
1570,Planeta
1571,Planeta Publishing
1572,Plaza & Janés
1573,Plaza & Janes Editores  S.A.
1574,Plaza & Janés Editores  S.A.
1575,Plaza & Janes Editores Sa
1576,Plaza & Janés Mexico
1577,Plaza y Janes
1578,Plaza y Janés
1579,Plexus Publishing
1580,Plexus Publishing Ltd
1581,Plume
1582,Plume (Penguin Books Ltd)
1583,Plume Books
1584,Pluto Press
1585,Pocket
1586,Pocket Books
1587,Pocket Books / Simon & Schuster  Inc.
1588,Pocket Books: Gallery Books
1589,Pocket Books/Simon & Schuster (NY)
1590,Pocket Books/Star Trek
1591,Pocket Star
1592,Pocket Star Books
1593,Pogue Press
1594,Points
1595,Poisoned Pen Press
1596,Polity Press
1597,Polychrome Publishing Corporation
1598,Polyface
1599,Polygon
1600,Pomegranate Communications
1601,Poorhouse Press
1602,Poppy
1603,Porrua
1604,Portable Press
1605,Portfolio
1606,Poseidon Press
1607,Possibilities
1608,Potomac Books
1609,Power Press
1610,Praeger
1611,Praeger Publishers
1612,Pragmatic Bookshelf
1613,Prentice Hall
1614,Prentice Hall Press
1615,Prentice Hall PTR
1616,Prentice Hall/Library of Liberal Arts
1617,Prentice Hall/Scribner/Macmillan
1618,Prentice Hall/Simon & Schuster Company (Englewood Cliffs  NJ)
1619,Presidio Press
1620,Presses de La Cite
1621,Prestel Publishing
1622,Prestwick House
1623,Prestwick House - (Literary Touchstone Classic)
1624,Price Stern Sloan
1625,Prima Games
1626,Prima Lifestyles
1627,Princeton Architectural Press
1628,Princeton University Press
1629,Princeton University Press (NJ)
1630,Profile Books
1631,Project Management Institute
1632,Prometheus Books
1633,Providence Forum Press
1634,Psychology Press
1635,Public Square Books
1636,PublicAffairs
1637,Puffin
1638,Puffin Audiobooks
1639,Puffin Books
1640,Puffin Books (Penguin Books)
1641,Puffin Group
1642,Punto de Lectura
1643,Purple House Press
1644,Push
1645,Putnam
1646,Putnam Adult
1647,Putnam Publishing Group
1648,Puzzle-Roca
1649,Puzzle-Via Magna
1650,Pygmalion Editions
1651,Pyramid Books
1652,Quality Paperback Book Club
1653,Quarry Press
1654,Quest Books
1655,Quill
1656,Quinteto
1657,Raintree
1658,Random House
1659,Random house
1660,Random House  for Young Readers
1661,Random House  Inc.
1662,Random House (NY)
1663,Random House (Vintage)
1664,Random House Anchor
1665,Random House Audio
1666,Random House Audio Publishing Group
1667,Random House Books for Young Readers
1668,Random House Children's Books
1669,Random House for Young Readers
1670,Random House Inc.
1671,Random House Large Print
1672,Random House Large Print Publishing
1673,Random House Mondadori
1674,Random House Para Ninos
1675,Random House Puzzles & Games
1676,Random House Reference Publishing
1677,Random House Trade
1678,Random House Trade Paperbacks
1679,Random House UK Distribution
1680,Random House UK Ltd (A Division of Random House Group)
1681,Random House Value Publishing
1682,Random House Value Publishing/TheViking Press
1683,Random House Vintage
1684,Random House Vintage Books
1685,Random House: Modern Library
1686,Ravensburger Buchverlag
1687,Rayo
1688,Razorbill
1689,Rba Libros
1690,rbooks
1691,Re/Search Publications
1692,Reader's Digest Association
1693,Readers Digest
1694,Readers Digest.
1695,Reaktion Books
1696,Rebel Press
1697,Reclam
1698,Reclam  Ditzingen
1699,Reclam  Leipzig
1700,Record
1701,Recorded Books
1702,Recorded Books  Inc.
1703,Red Dress Ink
1704,Red Fox
1705,Red Hen Pr
1706,Redleaf Press
1707,Regal Books
1708,Regan Books
1709,ReganBooks
1710,Regnery History
1711,Regnery Publishing
1712,Renaissance Books
1713,Replica Books
1714,Revive Publishing
1715,RH Audio
1716,RH Audio Price-less
1717,Rick Steves
1718,Rider
1719,Rivages
1720,River City Publishing
1721,Riverhead Books
1722,Riverhead Hardcover
1723,Riverrun Press (New York  NY)
1724,Rizzoli
1725,Rizzoli International Publications
1726,Roaring Brook Press
1727,Robert Laffont
1728,Robert Rose
1729,Roberts Rinehart Publishers
1730,Robson Books  London
1731,Roc
1732,Roc Hardcover
1733,Roc Trade
1734,Roca Editorial
1735,Rockport Publishers
1736,Rodale Books
1737,Ronin Publishing (CA)
1738,Rosenberg Publishing
1739,Rough Guides
1740,Routledge
1741,Routledge Classics
1742,Routledge Falmer
1743,Routledge Taylor & Francis Books Ltd imprint
1744,Routledge/Taylor & Francis Ltd.
1745,Rowman & Littlefield Publishers
1746,Rowohlt
1747,Rowohlt Taschenbuch Verlag GmbH
1748,Rowohlt Tb
1749,Rowohlt Tb.
1750,Rowohlt Verlag
1751,Roxford Books
1752,RP Minis
1753,Rufus Publications
1754,Running Press
1755,Running Press Adult
1756,Running Press Book Publishers
1757,Running Press Kids
1758,Rupa & Co
1759,Russell Enterprises
1760,Rutgers University Press
1761,Rux Martin/Houghton Mifflin Harcourt
1762,Ryland Peters & Small
1763,Saddleback Educational Publishing  Inc.
1764,Sage Publications  Inc
1765,Sage Publications Ltd
1766,Sagebrush
1767,Salamandra
1768,Salani
1769,Salem Press Inc
1770,SaltRiver
1771,Samhain Publishing
1772,Sams
1773,Samuel French  Inc.
1774,Samuel French Ltd
1775,San Val
1776,Santillana USA Publishing Company
1777,Sarah Crichton Books
1778,Sasquatch Books
1779,Saunders
1780,Sceptre
1781,Schirmer Mosel
1782,Schirmer/Mosel
1783,Schocken
1784,Schocken Books
1785,Schocken Books Inc
1786,Scholastic
1787,Scholastic  Inc.
1788,Scholastic Audio Books
1789,Scholastic Books
1790,Scholastic Inc
1791,Scholastic Inc.
1792,Scholastic Nonfiction
1793,Scholastic Paperbacks
1794,Scholastic Press
1795,Scholastic Reference
1796,School Specialty Publishing
1797,Schwartz & Wade Books
1798,Science Fiction Book Club
1799,SCM Press
1800,Scribner
1801,Scribner Book Company
1802,Scribner Classics
1803,Seal
1804,Seal Books
1805,Seal Press
1806,Secker
1807,Secker and Warburg
1808,See Sharp Press
1809,Seix Barral
1810,Self-Realization Fellowship Publishers
1811,Semiotext(e)
1812,Sensory Resources
1813,Sentient Publications
1814,Serpent's Tail
1815,Serpents Tail
1816,Servant Publications
1817,Seuil
1818,Seven Stories Press
1819,Severn House
1820,Severn House Publishers
1821,Shadow Mountain
1822,Shambhala
1823,Shambhala Publications
1824,Shaw
1825,Shaw Books
1826,Shaye Areheart Books
1827,Shepard Publications
1828,Sholom Aleichem Family Publications
1829,Shueisha
1830,Sidgwick & Jackson Ltd
1831,Sidran Press
1832,Sierra Club Books
1833,Siete Cuentos
1834,Signet
1835,Signet Book
1836,Signet Books (NY)
1837,Signet Classic
1838,Signet Classics
1839,Silhouette
1840,Silhouette Bombshell
1841,Silhouette Books
1842,Silhouette Desire
1843,Silhouette Romance
1844,Silhouette Special Edition
1845,Siloam
1846,Simon  Schuster
1847,Simon  Schuster Audio
1848,Simon  Schuster Books for Young Readers
1849,Simon  Schuster/Paula Wiseman Books
1850,Simon & Schuster
1851,Simon & Schuster (Trade Division)
1852,Simon & Schuster Adult Publishing Group
1853,Simon & Schuster Aladddin Paperbacks
1854,Simon & Schuster Audio
1855,Simon & Schuster Books for Young Readers
1856,Simon & Schuster Children's Publishing
1857,Simon & Schuster Childrens Books
1858,Simon & Schuster Libros en Español
1859,Simon & Schuster Paperbacks
1860,Simon & Schuster Simon Pulse
1861,Simon and Schuster
1862,Simon Publications
1863,Simon Pulse
1864,Simon Schuster
1865,Simple Productions
1866,Sinauer Associates
1867,Skinner House Books
1868,Sky Books (NY)
1869,Skylight Paths Publishing
1870,Sleeping Bear Press
1871,Small Beer Press
1872,Smart Pop
1873,Smithmark Publishers
1874,Smithsonian Books
1875,Soft Skull Press
1876,Soho Crime
1877,Soho Press
1878,Sophia Institute Press
1879,Soundings
1880,Sounds True
1881,Sourcebooks
1882,South End Press
1883,South End Press (Boston)
1884,Southern Methodist University Press
1885,Souvenir Press
1886,Sovereign World
1887,Spark Publishing
1888,SparkNotes
1889,Speak
1890,Specialty Press
1891,Spectra
1892,Spectra Books
1893,Spectra/Bantam Books (NYC)
1894,Sphere
1895,Springer
1896,Square Fish
1897,Square One Publishers
1898,St. Augustines Press
1899,St. Martin's
1900,St. Martin's Griffin
1901,St. Martin's Minotaur
1902,St. Martin's Paperback
1903,St. Martin's Paperbacks
1904,St. Martin's Press
1905,St. Martin's True Crime
1906,St. Martins Press
1907,St. Martins Press-3PL
1908,Stackpole Books
1909,Stanford University Press
1910,Stanford University Press (Stanford  CA)
1911,Star Trek
1912,Starcatcher Press
1913,Starfire
1914,Starscape
1915,State University of New York Press
1916,Steerforth
1917,Steerforth Press
1918,Steidl
1919,Stenhouse Publishers
1920,Sterling
1921,Sterling Children's Books
1922,Sterling Publishing Co.  Inc.
1923,Stewart  Tabori and Chang
1924,Sticker Design (DC Comics)
1925,Stone Bridge Press
1926,Stonewall Inn Editions
1927,Storey Publishing  LLC
1928,Subterranean Press
1929,Sudamericana
1930,Suhrkamp
1931,Suma
1932,Suma de Letras Brasileiras
1933,Sumach Press
1934,Summit University Press
1935,Sun & Moon Press
1936,Sun and Moon Press
1937,Sunburst
1938,Sunstone Press
1939,Sutton
1940,Sutton Publishing
1941,Swallow Press
1942,Sweet Valley
1943,T&T Clark Int'l
1944,Tachyon Publications
1945,Tanglewood
1946,Tantor Media
1947,Taplinger Publ. Company
1948,Taplinger Publishing
1949,Tarcher
1950,Tarcherperigee
1951,TarcherPerigee
1952,Taschen
1953,Taunton Press
1954,Tauris Parke Paperbacks
1955,Taylor Productions Ltd
1956,TEA
1957,Teacher Created Resources
1958,Teacher's Pet Publications
1959,Teacher's Pet Publications  Inc.
1960,Teachers College Press
1961,Teaching Resources
1962,Temenos Press
1963,Ten Speed Press
1964,Texas A&M University Press
1965,Th1nk Books
1966,Thames  Hudson
1967,Thames & Hudson
1968,Thames & Hudson Ltd
1969,That Patchwork Place
1970,The Audio Partners
1971,The Berkley Publishing Group
1972,The Bodley Head Ltd
1973,The Chicken House
1974,The Crossroad Publishing Company
1975,The Disinformation Company (NYC)
1976,The Guilford Press
1977,The Harvill Press
1978,The Liffey Press
1979,The MIT Press
1980,The Modern Library
1981,The Modern Library New York
1982,The Monacelli Press
1983,The New Press
1984,The New York Review Children's Collection
1985,The Orion Publishing Group Ltd
1986,The Overlook Press
1987,The Putnam & Grosset Group
1988,Theatre Communications Group
1989,Thomas Dunne Books
1990,Thomas Nelson
1991,Thomas Nelson Publishers
1992,Thomas Publications (PA)
1993,Thomas Y. Crowell Company
1994,Thorndike Press
1995,Thorndike Press Large Print
1996,Three Rivers Press
1997,Three Rivers Press (CA)
1998,Thunder's Mouth Press Books
1999,Timber Press (OR)
2000,Time Life Books
2001,Time Life Medical
2002,TIme Warner Books
2003,Time Warner Books UK
2004,Time Warner Paperbacks
2005,Time-Life Books
2006,Time-Life Books  Inc.
2007,Timeless Texts
2008,Times Books
2009,Tin House Books
2010,Tin House Magazine
2011,Tinder Press
2012,Titan
2013,Titan Books
2014,Titan Books Ltd
2015,TokyoPop
2016,Tokyopop
2017,Tom Doherty Associates
2018,Tom Doherty Associates/Orb Books
2019,Tom Doherty Tor Fantasy
2020,Tommy Nelson
2021,Top Shelf Productions
2022,Topaz
2023,Tor
2024,Tor Books
2025,Tor Classics
2026,Tor Fantasy
2027,Tor Science Fiction
2028,Totem Books
2029,Touchstone
2030,Touchstone Books
2031,Tougher Disguises
2032,Townsend Press
2033,Trafalgar Square Publishing
2034,Trafford Publishing
2035,Transaction Publishers
2036,Transworld Publishers
2037,Transworld Publishers Ltd
2038,Travelers' Tales
2039,Treat Enterprises
2040,Trine Day
2041,Triple Crown Publications
2042,Troll Communications
2043,Tropismos
2044,TSR
2045,TSR Inc.
2046,TSR Inc./Wizards of the Coast
2047,Turtleback
2048,Turtleback Books
2049,Turtleback Books Distributed by Demco Media
2050,TusQuets
2051,Tusquets
2052,Tuttle Publishing
2053,Twayne Publishers
2054,Twenty-First Century Books (CT)
2055,Twin Palms Publishers
2056,Two Lions
2057,Two Plus Two Publishing LLC
2058,Tyndale House Publishers
2059,Tyndale Momentum
2060,Ullstein
2061,Ullstein Buchverlage GmbH & Co. KG / Ullstein Tas
2062,Ullstein Tb
2063,Ulysses Press
2064,Umbriel
2065,Underwood/Miller  Berkley
2066,Union Square Press
2067,Univ Of Minnesota Press
2068,Universal Publishers
2069,Universe
2070,Universe Publishing(NY)
2071,University of Alaska Press
2072,University of Arizona Press
2073,University of Arkansas Press
2074,University of Calgary Press
2075,University of California Press
2076,University of Chicago Press
2077,University Of Chicago Press
2078,University of Georgia Press
2079,University of Illinois Press
2080,University of Massachusetts Press
2081,University of Michigan Press
2082,University of Minnesota Press
2083,University Of Minnesota Press
2084,University of Nebraska Press
2085,University of New Mexico Press
2086,University of North Carolina Press
2087,University of Notre Dame Press
2088,University of Oklahoma Press
2089,University of Pennsylvania Press
2090,University of Pittsburgh Press
2091,University of South Carolina Press
2092,University of Texas Press
2093,University of Texas Press (Austin/London)
2094,University of Toronto Press
2095,University of Utah Press
2096,University of Washington Press
2097,University of Wisconsin Press
2098,University Press of America
2099,University Press of Florida
2100,University Press of Kansas
2101,University Press of Kentucky
2102,University Press of Mississippi
2103,University Press of New England
2104,Unwin Paperbacks
2105,Urban Books
2106,Urion Press
2107,US Green Building Council
2108,US Naval Institute Press
2109,Usborne Books
2110,Vacation Work Publications
2111,Van Patten Publishing
2112,Vanderbilt University Press
2113,Vanguard Press
2114,Vantage Press
2115,VeloPress
2116,Vendome Press
2117,Verba Mundi
2118,Veritas Publishing
2119,Vermilion
2120,Verso
2121,Versus Press
2122,Vertical
2123,Vertigo
2124,Vertigo (DC Comics)
2125,Victor Gollancz
2126,Vida
2127,Viking
2128,Viking Adult
2129,Viking Books
2130,Viking Books for Young Readers
2131,Viking Children's Books
2132,Viking Juvenile
2133,Viking Penguin Inc.
2134,Viking Press
2135,Viking UK
2136,Villard
2137,Villard Books
2138,Vince Emery Productions
2139,Vintage
2140,Vintage Books
2141,Vintage Books a division of Random House
2142,Vintage Books USA
2143,Vintage Books/Vintage Classics
2144,Vintage Classics
2145,Vintage Contemporaries
2146,Vintage Crime
2147,Vintage Crime/Black Lizard
2148,Vintage Espanol
2149,Vintage International
2150,Vintage/Ebury
2151,Vintage/Ebury (A Division of Random House Group)
2152,Vintage/Random House (NY)
2153,Vintage/Random House Inc. (NYC)
2154,Virago
2155,Virago Press (UK)
2156,Virago Press Ltd
2157,Virago UK
2158,Virgin Publishing
2159,Vision
2160,Vision Forum
2161,Vivendi
2162,VIZ Media
2163,Viz Media
2164,VIZ Media LLC
2165,Voice
2166,Volo
2167,Voyager
2168,Voyageur Press
2169,W Publishing Group
2170,W. W. Norton  Company
2171,W. W. Norton & Co.
2172,W. W. Norton & Company
2173,W. W. Norton and Company
2174,W.W. Norton
2175,W.W. Norton  Company
2176,W.W. Norton & Company
2177,W.W. Norton & Company  Inc. (NY)
2178,W.W. Norton & Company (NY)
2179,W.W. Norton & Company (NY/London)
2180,W.W. Norton & Company (NYC)
2181,Wadsworth Publishing Company
2182,Waking Lion Press
2183,Walker
2184,Walker & Company
2185,Walker Books
2186,Walker Books Ltd
2187,Walter de Gruyter
2188,Walter Foster Publishing
2189,Warne
2190,Warner
2191,Warner Adult
2192,Warner Books
2193,Warner Books (NY)
2194,Warner Forever
2195,Warner Vision
2196,Warners Visions Books
2197,Wasendorf & Associates Inc
2198,Washington Square Press
2199,WaterBrook
2200,Waterbrook Press
2201,Watkins
2202,Watkins Publishing
2203,Watson-Guptill
2204,Watson-Guptill Publications
2205,Waveland Press
2206,Wayne State University Press
2207,Webster's New World
2208,Weidenfeld & Nicolson
2209,Weiser Books
2210,Welcome Books
2211,Wenner Books
2212,Wesleyan University Press
2213,Western Publishing Company  Golden Books
2214,Westholme Publishing
2215,Westminster John Knox Press
2216,Westview Press
2217,Wheeler Publishing
2218,Whitaker House
2219,White Wolf Games Studio
2220,Wildside Press
2221,Wildstorm
2222,Wiley
2223,Wiley (TP)
2224,Wiley Publishing
2225,Wiley Publishing  Inc.
2226,Wiley-Blackwell
2227,Wilhelm Goldmann Verlag  GmbH
2228,William B. Eerdmans Publishing Company
2229,William Heinemann
2230,William Heinemann Ltd.
2231,William Morrow
2232,William Morrow / Harper
2233,William Morrow / HarperCollins / Harper Perennial
2234,William Morrow & Company
2235,William Morrow & Company  Inc.
2236,William Morrow & Company (NYC)
2237,William Morrow Paperbacks
2238,Windsor Golden Series
2239,Wings
2240,Wings Books
2241,Winter on the Farm (My First Little House)
2242,Wipf & Stock Publishers
2243,Wisdom Publications
2244,Wizarding World Press
2245,Wizards of the Coast
2246,Woodbridge Press Publishing Company
2247,Woodrow Wilson Center Press / Johns Hopkins University Press
2248,Wordsworth Classics
2249,Wordsworth Editions
2250,Workman Publishing Company
2251,World Wrestling Entertainment Books
2252,Worth Publishers
2253,Writer's Digest Books
2254,Wyatt Book
2255,Xlibris Corporation
2256,Xulon Press
2257,Y Lolfa
2258,Yale University Press
2259,Yale University Press (New Haven  CT)
2260,Yapı Kredi Yayınları
2261,Yearling
2262,Yearling Books
2263,Yellow Jersey
2264,Yesterday's Classics
2265,York Press
2266,Yoruba Theological Archministry
2267,Yosemite Conservancy
2268,Young Picador
2269,YoungJin Singapore Pte. Ltd.
2270,Your Coach Digital
2271,Zebra
2272,Zebra Books
2273,Zenith Press
2274,Zeta Bolsillo
2275,Zondervan
2276,Zondervan Publishing Company
2277,Zondervan Publishing House
2278,Эксмо
2279,ガンガンコミックス
2280,ビブロス
2281,小学館
2282,小学館 [Shōgakukan]
2283,時報出版
2284,東立
2285,皇冠文化出版有限公司
2286,聯經出版事業股份有限公司
2287,英文漢聲出版股份有限公司
2288,角川書店 (Kadokawa Shoten)
2289,講談社
2290,集英社
2291,otra
